,breed,tweet_id,timestamp,source,text,name,doggo,floofer,pupper,puppo,favorite_count,retweet_count,rating
957,papillon,695095422348574720,1454576637,iPhone,This is just a beautiful pupper good shit evolution.  ,just,0,0,1,0,2839,677,1.2
958,Shih-Tzu,695074328191332352,1454571608,iPhone,This is Lorenzo. He's educated af. Just graduated college.  poor pupper can't even comprehend his debt ,Lorenzo,0,0,1,0,3069,1225,1.1
959,Boston_bull,695051054296211456,1454566059,iPhone,"Meet Brian (pronounced ""Kirk""). He's not amused by ur churlish tomfoolery. Once u put him down you're done for.  ",Brian,0,0,0,0,2871,877,0.6
960,Australian_terrier,694352839993344000,1454399592,iPhone,Meet Oliviér. He takes killer selfies. Has a dog of his own. It leaps at random &amp; can't bark for shit.  &amp;  ,Oliviér,0,0,0,0,2205,691,1.0
961,boxer,694329668942569472,1454394067,iPhone,Meet Grady. He's very hungry. Too bad no one can find his food bowl.  poor pupper ,Grady,0,0,1,0,2169,554,0.9
962,Shih-Tzu,694206574471057408,1454364719,iPhone,"""Martha come take a look at this. I'm so fed up with the media's unrealistic portrayal of dogs these days.""  ",0,0,0,0,0,4526,2268,1.0
963,Pembroke,694001791655137281,1454315895,iPhone,This is Chester. He's a Benefloof Cumberbark. Fabulous ears. Nifty shirt. Was probably on sale. Nice hardwood.  ,Chester,0,0,0,0,3648,1161,1.1
964,groenendael,693942351086120961,1454301723,iPhone,This is Kobe. He's a Speckled Rorschach. Requests that someone holds his hand during car rides.  sick interior ,Kobe,0,0,0,0,1865,409,1.0
965,Scottish_deerhound,693642232151285760,1454230170,iPhone,Meet Freddery. He's a Westminster Toblerone. Seems to enjoy car rides.  would pat on the head approvingly ,Freddery,0,0,0,0,2748,462,0.9
966,pug,693629975228977152,1454227247,iPhone,This pupper is afraid of its own feet.  would comfort ,0,0,0,1,0,2650,883,1.2
967,malamute,693622659251335168,1454225503,iPhone,When you keepin the popcorn bucket in your lap and she reach for some...  ,0,0,0,0,0,1663,412,1.0
968,Labrador_retriever,693280720173801472,1454143978,iPhone,This is Sadie and her 2 pups Shebang &amp; Ruffalo. Sadie says single parenting is challenging but rewarding. All  ,Sadie,0,0,0,0,3623,1385,1.0
969,golden_retriever,693262851218264065,1454139718,iPhone,I hope you guys enjoy this beautiful snowy pupper as much as I did.  ,0,0,0,1,0,2413,561,1.1
970,vizsla,693231807727280129,1454132317,iPhone,"This is Bodie. He's not proud of what he did, but it needed to be done.  eight days was a pretty good streak tbh ",Bodie,0,0,0,0,3080,822,0.9
971,Shih-Tzu,693155686491000832,1454114168,iPhone,This is Dunkin. He can only see when he's wet (tragic).  future heartbreaker ,Dunkin,0,0,0,0,8543,3566,1.2
972,cocker_spaniel,693109034023534592,1454103045,iPhone,"""Thank you friend that was a swell petting""  (vid by @MatthewjamesMac) ",0,0,0,0,0,1857,681,1.1
973,Saint_Bernard,692919143163629568,1454057772,iPhone,Please only send in dogs. Don't submit other things like this pic of Kenny Chesney in a bathtub. Thank you.  ,0,0,0,0,0,2887,827,0.9
974,Mexican_hairless,692905862751522816,1454054605,iPhone,This is Wally. He's being abducted by aliens.  poor pupper ,Wally,0,0,1,0,2636,981,1.0
975,soft-coated_wheaten_terrier,692901601640583168,1454053589,iPhone,"""Fuck the system""  ",0,0,0,0,0,1939,671,1.0
976,German_short-haired_pointer,692894228850999298,1454051832,iPhone,Meet Tupawc. He's actually a Christian rapper. Doesn't even understand the concept of dollar signs.  great guy ,Tupawc,0,0,0,0,2471,897,1.0
977,Samoyed,692828166163931137,1454036081,iPhone,This pupper just descended from heaven.  can probably fly ,0,0,0,1,0,3104,980,1.2
978,Samoyed,692752401762250755,1454018017,iPhone,"""Hello yes could I get one pupper to go please thank you""
Both  ",0,0,0,1,0,7388,4053,1.3
979,golden_retriever,692568918515392513,1453974272,iPhone,This is Chester. He's been guarding this pumpkin since October. Dedicated af. Hat is nifty as hell.  would snug ,Chester,0,0,0,0,4675,1710,1.2
980,pug,692535307825213440,1453966258,iPhone,This is Amber. She's a Fetty Woof.  would pet in a heartbeat ,Amber,0,0,0,0,3453,1504,1.0
981,Siberian_husky,692530551048294401,1453965124,iPhone,Say hello to Cody. He's been to like 80 countries and is way more cultured than you. He wanted me to say that.  ,Cody,0,0,0,0,1988,468,1.0
982,Siberian_husky,692187005137076224,1453883216,iPhone,This is a rare Arctic Wubberfloof. Unamused by the happenings. No longer has the appetites.  would totally hug ,a,0,0,0,0,2721,913,1.2
983,pug,692158366030913536,1453876388,iPhone,This is Edgar. He's a Sassafras Puggleflash. Nothing satisfies him. Not since the war.  cheer up pup ,Edgar,0,0,0,0,2325,886,1.0
984,toy_poodle,692142790915014657,1453872675,iPhone,These are some pictures of Teddy that further justify his  rating. Please enjoy ,0,0,0,0,0,1766,434,1.3
985,Tibetan_terrier,692017291282812928,1453842753,iPhone,This is Kingsley Wellensworth III. He owns 7 range rovers. Has a cardigan collection. Would rather be sailing.  ,Kingsley,0,0,0,0,3097,1065,0.9
986,Saint_Bernard,691756958957883396,1453780685,iPhone,"THE BRITISH ARE COMING
THE BRITISH ARE COMING
 ",0,0,0,0,0,3126,1146,1.0
987,Chihuahua,691675652215414786,1453761300,iPhone,This is Richie and Plip. They are the best of pals. Do everything together.  for both ,Richie,0,0,0,0,2087,567,1.0
988,bloodhound,691483041324204033,1453715378,iPhone,When bae says they can't go out but you see them with someone else that same night.  &amp;  for heartbroken pup ,0,0,0,0,0,2562,644,0.5
989,Shetland_sheepdog,691459709405118465,1453709816,iPhone,Say hello to Leo. He's a Fallopian Puffalope. Precious af.  would cuddle ,Leo,0,0,0,0,4391,1280,1.2
990,Bernese_mountain_dog,691444869282295808,1453706277,iPhone,This is Bailey. She likes flowers.  ,Bailey,0,0,0,0,2858,942,1.2
991,Lakeland_terrier,691416866452082688,1453699601,iPhone,I present to you... Dog Jesus.  (he could be sitting on a rock but I doubt it) ,0,0,0,0,0,20941,8513,1.3
992,Rottweiler,691321916024623104,1453676963,iPhone,This is Molly. She's a Peruvian Niddlewog. Loves her new hat.  would totally pet ,Molly,0,0,0,0,2789,736,1.1
993,borzoi,691096613310316544,1453623247,iPhone,Here we see one dog giving a puptalk to another dog. Both are focused af. Left one has powerful feet.  for both ,0,0,0,0,0,3207,1007,1.1
994,golden_retriever,690959652130045952,1453590593,iPhone,This golden is happy to refute the soft mouth egg test. Not a fan of sweeping generalizations.  #notallpuppers ,0,0,0,0,0,3861,1401,1.1
995,golden_retriever,690735892932222976,1453537244,iPhone,Say hello to Peaches. She's a Dingleberry Zanderfloof.  would caress lots ,Peaches,0,0,0,0,4073,1427,1.3
996,kuvasz,690728923253055490,1453535583,iPhone,This is Vinscent. He was just questioned about his recent credit card spending.  ,Vinscent,0,0,0,0,2340,582,0.8
997,Lhasa,690597161306841088,1453504168,iPhone,This is Lolo. She's America af. Behind in science &amp; math but can say whatever she wants on Twitter.  ...Merica ,Lolo,0,0,0,0,2126,671,1.1
998,Pembroke,690400367696297985,1453457249,iPhone,"This is Eriq. His friend just reminded him of last year's super bowl. Not cool friend
 for Eriq
 for friend ",Eriq,0,0,0,0,2014,501,1.0
999,kuvasz,690374419777196032,1453451062,iPhone,This is Phred. He's an Albanian Flepperkush. Tongue is rather impressive if I'm honest. Perhaps even legendary  ,Phred,0,0,0,0,3505,964,1.1
1000,pug,690360449368465409,1453447732,iPhone,Stop sending in lobsters. This is the final warning. We only rate dogs. Thank you...  ,the,0,0,0,0,2881,993,0.9
1001,malamute,690015576308211712,1453365507,iPhone,This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart.  I'd totally pet tho ,0,0,0,1,0,2701,820,1.2
1002,Samoyed,690005060500217858,1453363000,iPhone,"""I'm the only one that ever does anything in this household""  ",0,0,0,0,0,3953,1878,1.0
1003,standard_poodle,689999384604450816,1453361647,iPhone,This is Covach. He's trying to melt the snow.  we all believe in you buddy ,Covach,0,0,0,0,1537,418,1.0
1004,Pomeranian,689905486972461056,1453339260,iPhone,"Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera.  so quick ",Gizmo,0,0,1,0,2615,772,1.1
1005,Old_English_sheepdog,689877686181715968,1453332632,iPhone,This is Durg. He's trying to conquer his fear of trampolines.  it's not working ,Durg,0,0,0,0,3255,1320,0.9
1006,collie,689835978131935233,1453322688,iPhone,Meet Fynn &amp; Taco. Fynn is an all-powerful leaf lord and Taco is in the wrong place at the wrong time.  &amp;  ,Fynn,0,0,0,0,2338,841,1.1
1007,Italian_greyhound,689661964914655233,1453281200,iPhone,Meet Luca. He's a Butternut Scooperfloof. Glorious tongue.  would pet really well ,Luca,0,0,0,0,3453,1029,1.2
1008,toy_poodle,689623661272240129,1453272068,iPhone,This is Lucy. She's terrified of the stuffed billed dog.  stay strong pupper ,Lucy,0,0,1,0,2419,729,1.0
1009,Eskimo_dog,689557536375177216,1453256302,iPhone,Downright majestic af  ,0,0,0,0,0,2224,511,1.2
1010,Pembroke,689517482558820352,1453246753,iPhone,This is Carl. He just wants to make sure you're having a good day.  just a swell pup ,Carl,0,0,0,0,3672,1587,1.2
1011,Scotch_terrier,689283819090870273,1453191043,iPhone,Say hello to Chipson. He's aerodynamic af. No eyes (devastating).  would make sure he didn't bump into stuff ,Chipson,0,0,0,0,3561,1230,0.9
1012,Chihuahua,689280876073582592,1453190341,iPhone,This is Herald. He wants you to know he could steal your girl at any moment.  ,Herald,0,0,0,0,2162,803,1.0
1013,American_Staffordshire_terrier,689275259254616065,1453189002,iPhone,Meet Lucky. He was showing his friends an extreme pogo stick trick when he completely lost control.  still rad ,Lucky,0,0,0,0,1251,278,1.0
1014,cocker_spaniel,689154315265683456,1453160167,iPhone,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter.  just wants a bath ,0,0,0,0,0,3312,1114,0.9
1015,English_springer,689143371370250240,1453157558,iPhone,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people  tricky pupper ,Trip,0,0,1,0,2195,576,1.0
1016,Pembroke,688916208532455424,1453103398,iPhone,This pupper just wants to say hello.  would knock down fence for ,0,0,0,1,0,2949,967,1.1
1017,Ibizan_hound,688898160958271489,1453099095,iPhone,When you have a ton of work to do but then remember you have tomorrow off.  ,0,0,0,0,0,2273,878,1.0
1018,Cardigan,688828561667567616,1453082501,iPhone,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back.  ,Brad,0,0,0,0,1481,414,0.9
1019,malinois,688804835492233216,1453076844,iPhone,When you stumble but recover quickly cause your crush is watching.  ,0,0,0,0,0,1030,222,1.2
1020,American_Staffordshire_terrier,688789766343622656,1453073252,iPhone,Meet Pubert. He's a Kerplunk Rumplestilt. Cannot comprehend flower. Flawless tongue.  would pat head approvingly ,Pubert,0,0,0,0,2391,736,0.8
1021,papillon,688547210804498433,1453015422,iPhone,This is Frönq. He got caught stealing a waffle. Damn it Frönq.  ,Frönq,0,0,0,0,2821,778,0.9
1022,Pembroke,688519176466644993,1453008738,iPhone,This pupper is sprouting a flower out of her head.  revolutionary af ,0,0,0,1,0,2485,810,1.2
1023,golden_retriever,688385280030670848,1452976814,iPhone,This is Louis. He's takes top-notch selfies.  would snapchat with ,Louis,0,0,0,0,10062,4950,1.2
1024,pug,688116655151435777,1452912769,iPhone,Please send dogs. I'm tired of seeing other stuff like this dangerous pirate. We only rate dogs. Thank you...  ,0,0,0,0,0,3048,874,1.0
1025,Eskimo_dog,688064179421470721,1452900258,iPhone,This is Kilo. He's a Pouncing Brioche. Really likes snow.  ,Kilo,0,0,0,0,1853,401,1.1
1026,Pomeranian,687826841265172480,1452843672,iPhone,This is Louis. He's a rollercoaster of emotions. Incalculably fluffy.  would pet firmly ,Louis,0,0,0,0,2947,1263,1.2
1027,Lakeland_terrier,687818504314159109,1452841685,iPhone,With great pupper comes great responsibility.  ,0,0,0,1,0,2713,1066,1.2
1028,Staffordshire_bullterrier,687807801670897665,1452839133,iPhone,Meet Trooper &amp; Maya. Trooper protects Maya from bad things like dognappers and Comcast. So touching.  for both ,Trooper,0,0,0,0,2588,781,1.1
1029,miniature_pinscher,687704180304273409,1452814428,iPhone,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner.  ,Blakely,0,0,1,0,2629,938,0.9
1030,pug,687664829264453632,1452805046,iPhone,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake.  ,Opal,0,0,0,0,2096,570,1.1
1031,Rottweiler,687494652870668288,1452764472,iPhone,This is Marq. He stole this car.  wtf Marq? ,Marq,0,0,0,0,2072,642,0.7
1032,English_springer,687480748861947905,1452761157,iPhone,Another magnificent photo.  ,0,0,0,0,0,1729,279,1.2
1033,Boston_bull,687460506001633280,1452756331,iPhone,This is Kramer. He's a Picasso Tortellini. Tie couldn't be more accurate. Confident af. Runs his own business.  ,Kramer,0,0,0,0,2204,604,1.0
1034,Shih-Tzu,687317306314240000,1452722190,iPhone,This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af.  enthusiasm is tangible ,Tyrone,0,0,0,0,21766,10213,1.1
1035,pug,687127927494963200,1452677038,iPhone,Meet Gordon. He's an asshole.  would still pet ,Gordon,0,0,0,0,5920,2546,0.9
1036,borzoi,687109925361856513,1452672746,iPhone,This is Baxter. He looks like a fun dog. Prefers action shots.  the last one is impeccable ,Baxter,0,0,0,0,6279,2757,1.1
1037,Labrador_retriever,687096057537363968,1452669440,iPhone,This pupper's New Year's resolution was to become a Hershey's kiss.  she's super pumped about it ,0,0,0,1,0,2419,683,1.1
1038,Tibetan_mastiff,686730991906516992,1452582401,iPhone,I just love this picture.  lovely af ,0,0,0,0,0,4495,1330,1.2
1039,Norwich_terrier,686683045143953408,1452570970,iPhone,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam.  revolutionary pupper ,Mona,0,0,1,0,3023,894,1.1
1040,Rottweiler,686618349602762752,1452555545,iPhone,This is Olivia. She just saw an adult wearing crocs.  poor pupper. No one should witness such a thing ,Olivia,0,0,1,0,3983,1520,1.1
1041,Labrador_retriever,686606069955735556,1452552618,iPhone,"Meet Horace. He was practicing his levitation, minding his own business when a rogue tennis ball spooked him.  ",Horace,0,0,0,0,2036,601,1.0
1042,Yorkshire_terrier,686386521809772549,1452500273,iPhone,Say hello to Crimson. He's a Speckled Winnebago. Main passions are air hockey &amp; parkour.  would pet thoroughly ,Crimson,0,0,0,0,3505,987,1.1
1043,German_shepherd,686377065986265092,1452498019,iPhone,Meet Birf. He thinks he's gone blind.  very frightened pupper ,Birf,0,0,1,0,2395,631,1.0
1044,pug,686358356425093120,1452493558,iPhone,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving.  for both pups ,0,0,0,0,0,2373,759,1.0
1045,Pomeranian,686050296934563840,1452420111,iPhone,This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af.  personally I'd pet the hell out of ,Flávio,0,0,0,0,2384,828,1.1
1046,Great_Dane,686034024800862208,1452416232,iPhone,Your fav crew is back and this time they're embracing cannabis culture.  for all ,0,0,0,0,0,3366,1309,1.2
1047,Rhodesian_ridgeback,686007916130873345,1452410007,iPhone,This pupper has a magical eye.  I can't stop looking at it ,0,0,0,1,0,2672,467,1.1
1048,Siberian_husky,685973236358713344,1452401738,iPhone,This is Lorelei. She's contemplating her existence and the eventual heat death of the universe.  very majestic ,Lorelei,0,0,0,0,2286,601,1.1
1049,papillon,685943807276412928,1452394722,iPhone,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential.  for all ,the,0,0,1,0,1773,684,0.8
1050,Yorkshire_terrier,685906723014619143,1452385880,iPhone,This is Olive. He's stuck in a sleeve.  damn it Olive ,Olive,0,0,0,0,8145,3248,0.9
1051,Chesapeake_Bay_retriever,685663452032069632,1452327880,iPhone,"Meet Brooks. He's confused by the almighty ball of tennis.  

(vid by @PDolan37) ",Brooks,0,0,0,0,3509,1627,1.2
1052,Lakeland_terrier,685641971164143616,1452322759,iPhone,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper.  ,Otis,0,0,1,0,3164,867,0.7
1053,golden_retriever,685325112850124800,1452247214,iPhone,"""Tristan do not speak to me with that kind of tone or I will take away the Xbox.""  ",0,0,0,0,0,10300,4448,1.0
1054,Boston_bull,685321586178670592,1452246373,iPhone,This is Rocky. He sleeps like a psychopath.  quality tongue slip ,Rocky,0,0,0,0,2866,724,1.0
1055,chow,685315239903100929,1452244860,iPhone,I would like everyone to appreciate this pup's face as much as I do.  ,0,0,0,0,0,3614,1212,1.1
1056,Pomeranian,685307451701334016,1452243003,iPhone,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor.  ,Petrick,0,1,0,0,2231,490,1.1
1057,pug,685268753634967552,1452233777,iPhone,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper.  ,Hubertson,0,0,1,0,3363,1344,1.0
1058,Bernese_mountain_dog,685169283572338688,1452210061,iPhone,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho.  would hold close in time of need ,Gerbald,0,0,1,0,4431,1595,1.1
1059,Border_collie,684940049151070208,1452155407,iPhone,This is Oreo. She's a photographer and a model. Living a double pupple life.  such talent much cute would pet ,Oreo,0,0,0,0,3473,1164,1.2
1060,Labrador_retriever,684926975086034944,1452152290,iPhone,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both . 1 like=1 friendship ,Bruiser,0,0,0,0,3793,539,1.1
1061,Pembroke,684902183876321280,1452146380,iPhone,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip.  ,Perry,0,0,0,0,2022,598,1.1
1062,miniature_schnauzer,684800227459624960,1452122071,iPhone,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers.  ,Theodore,0,0,0,0,2932,1101,1.1
1063,Weimaraner,684594889858887680,1452073115,iPhone,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ... ",0,0,0,0,0,9694,3951,1.0
1064,Chihuahua,684538444857667585,1452059658,iPhone,"After watching this video, we've determined that Pippa will be upgraded to a . Please enjoy ",0,0,0,0,0,2874,1072,1.2
1065,Chihuahua,684481074559381504,1452045979,iPhone,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations.  would keep in pocket ,Pippa,0,0,0,0,4181,1303,1.0
1066,Labrador_retriever,684460069371654144,1452040971,iPhone,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard.  calm down Jeph ,Jeph,0,0,0,0,2137,618,1.0
1067,Pembroke,684241637099323392,1451988893,iPhone,This is Obi. He got camera shy.  ,Obi,0,0,0,0,8851,3668,1.2
1068,golden_retriever,684225744407494656,1451985104,iPhone,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you ",0,0,0,0,0,1342,236,0.0
1069,soft-coated_wheaten_terrier,684222868335505415,1451984418,iPhone,Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 ,0,0,0,0,0,4159,1536,0.0
1070,Chihuahua,684195085588783105,1451977794,iPhone,This is Tino. He really likes corndogs.  ,Tino,0,0,0,0,2066,585,0.9
1071,kelpie,684188786104872960,1451976292,iPhone,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both  ",0,0,0,0,0,3764,1317,1.0
1072,chow,684177701129875456,1451973650,iPhone,This is Kulet. She's very proud of the flower she picked. Loves it dearly.  now I want a flower ,Kulet,0,0,0,0,2178,749,1.0
1073,Labrador_retriever,684097758874210310,1451954590,iPhone,Say hello to Lupe. This is how she sleeps.  impressive really ,Lupe,0,0,0,0,4451,1600,1.0
1074,bluetick,683857920510050305,1451897408,iPhone,Meet Sadie. She fell asleep on the beach and her friends buried her.  can't trust fellow puppers these days ,Sadie,0,0,0,0,4103,1239,1.0
1075,toy_poodle,683852578183077888,1451896134,iPhone,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good)  good dog ",Tiger,0,0,0,0,2082,394,1.0
1076,Maltese_dog,683834909291606017,1451891922,iPhone,Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again.  would still pet ,0,0,0,1,0,2834,1241,0.9
1077,malamute,683828599284170753,1451890417,iPhone,Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy.  ,0,0,0,1,0,3011,1171,1.2
1078,miniature_pinscher,683773439333797890,1451877266,iPhone,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating.  ,Buddy,0,0,0,0,3623,1507,0.9
1079,Pembroke,683742671509258241,1451869930,iPhone,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet.  dreamy as hell ,Sebastian,0,0,0,0,7056,3720,1.1
1080,Airedale,683498322573824003,1451811673,iPhone,This is Griffin. He's desperate for both a physical and emotion connection.  I'd hug the hell out of Griffin ,Griffin,0,0,0,0,3414,1070,1.1
1081,keeshond,683481228088049664,1451807597,iPhone,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb  stay woke pupper ,Banjo,0,0,1,0,2839,1099,1.1
1082,Italian_greyhound,683462770029932544,1451803197,iPhone,"""Hello forest pupper I am house pupper welcome to my abode"" ( for both) ",0,0,0,1,0,2635,751,0.8
1083,Lakeland_terrier,683449695444799489,1451800079,iPhone,I just want to be friends with this dog. Appears to be into the sports. A true brobean.  would introduce to mom ,0,0,0,0,0,4214,1794,1.0
1084,French_bulldog,683391852557561860,1451786289,iPhone,"Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows.  magical as hell ",Jack,0,0,0,0,8227,2654,1.1
1085,Pembroke,683357973142474752,1451778211,iPhone,"""Have a seat, son. There are some things we need to discuss""  ",0,0,0,0,0,3182,1048,1.0
1086,Leonberg,683142553609318400,1451726851,iPhone,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho.  pet w caution ,Brandy,0,0,1,0,3103,1159,0.9
1087,cocker_spaniel,683111407806746624,1451719425,iPhone,This is Larry. He thought the New Year's parties were tonight.  poor pupper. Maybe next year ,Larry,0,0,1,0,3681,1020,1.0
1088,golden_retriever,683098815881154561,1451716423,iPhone,aahhhhkslaldhwnxmzbbs  for being da smooshiest ,0,0,0,0,0,2330,724,1.2
1089,boxer,683030066213818368,1451700032,iPhone,This is Lulu. She's contemplating all her unreached 2015 goals and daydreaming of a more efficient tomorrow.  ,Lulu,0,0,0,0,2328,811,1.0
1090,English_setter,682750546109968385,1451633389,iPhone,Meet Taco. He's a speckled Garnier Fructis. Loves to shadow box. Ears out of control. Friend clearly impressed  ,Taco,0,0,0,0,1639,485,0.9
1091,beagle,682662431982772225,1451612381,iPhone,Meet Joey and Izzy. Joey only has one ear that works and Izzy wants 2015 to be over already. Both great pups. s ,Joey,0,0,0,0,3290,1191,1.1
1092,English_springer,682638830361513985,1451606754,iPhone,I have no words. Just a magnificent pup.  ,0,0,0,0,0,2223,669,1.2
1093,whippet,682429480204398592,1451556841,iPhone,"I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you...  ",0,0,0,0,0,3710,1291,0.8
1094,vizsla,682393905736888321,1451548360,iPhone,This is Kreg. He's riding an invisible jet ski.  that's downright legendary ,Kreg,0,0,0,0,2396,757,1.1
1095,curly-coated_retriever,682389078323662849,1451547209,iPhone,"Meet Brody. He's a Downton Abbey Falsetto. Addicted to grating cheese. He says he can stop but we know he can't
 ",Brody,0,0,0,0,1798,515,0.9
1096,Siberian_husky,682259524040966145,1451516320,iPhone,Meet Jax. He's an Iglesias Hufflepoof. Quite the jokester. Takes it too far sometimes. Can be very hurtful.  ,Jax,0,0,0,0,4511,1359,0.9
1097,schipperke,682032003584274432,1451462075,iPhone,This is Ulysses. He likes holding hands and his eyes are magic.  ,Ulysses,0,0,0,0,7117,2251,1.1
1098,Labrador_retriever,681981167097122816,1451449955,iPhone,This is Jimothy. He's a Trinidad Poliwhirl. Father was a velociraptor. Exceptionally unamused.  would adopt ,Jimothy,0,0,0,0,2991,1144,1.2
1099,Chihuahua,681891461017812993,1451428567,iPhone,Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge  even built that fire ,Charlie,0,0,1,0,2658,937,1.0
1100,toy_poodle,681694085539872773,1451381509,iPhone,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell.  very solid pupper ,Bo,0,0,1,0,13799,4495,1.1
1101,Pomeranian,681654059175129088,1451371966,iPhone,This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical.  would pet firmly ,Toffee,0,0,1,0,2860,1029,1.2
1102,toy_poodle,681610798867845120,1451361652,iPhone,*collapses*  ,0,0,0,0,0,2066,523,1.2
1103,Rottweiler,681579835668455424,1451354270,iPhone,This is Apollo. He thought you weren't coming back so he had a mental breakdown.  we've all been there ,Apollo,0,0,0,0,3831,1459,0.8
1104,Norfolk_terrier,681523177663676416,1451340762,iPhone,This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers.  for double dog ,Carly,0,0,0,0,15493,6499,1.2
1105,Samoyed,681320187870711809,1451292365,iPhone,This is Glacier. He's a very happy pup. Loves to sing in the sunlight.  ,Glacier,0,0,0,0,2880,848,1.1
1106,Lhasa,681297372102656000,1451286926,iPhone,"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
 would still pet ",actually,0,0,0,0,3437,1070,1.2
1107,Saint_Bernard,681281657291280384,1451283179,iPhone,Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters  very petable ,Sarge,0,0,0,0,3473,1234,1.1
1108,Tibetan_terrier,681261549936340994,1451278385,iPhone,Say hello to Panda. He's a Quackadilly Shooster. Not amused by your fake ball throwing motion.  would hug lots ,Panda,0,0,0,0,1566,303,0.9
1109,Irish_setter,681231109724700672,1451271127,iPhone,I just love this pic.  this pupper is going places ,0,0,0,1,0,2581,534,1.1
1110,Pomeranian,681193455364796417,1451262150,iPhone,This is Aspen. He's astronomically fluffy. I wouldn't stop petting this dog if the world was ending around me  ,Aspen,0,0,0,0,4015,1657,1.1
1111,pug,680970795137544192,1451209064,iPhone,I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you...  ,0,0,0,0,0,2625,738,0.9
1112,soft-coated_wheaten_terrier,680940246314430465,1451201780,iPhone,This is Alice. She's an idiot.  ,Alice,0,0,0,0,3481,1193,0.4
1113,Labrador_retriever,680934982542561280,1451200525,iPhone,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point.  petable af ,Sadie,0,0,0,0,2242,490,1.0
1114,Pomeranian,680913438424612864,1451195389,iPhone,Meet Griswold. He's dapper as hell. Already pumped for next Christmas.  ,Griswold,0,0,0,0,2578,694,1.1
1115,Shetland_sheepdog,680889648562991104,1451189717,iPhone,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin.  happy birthday pup ,Cheesy,0,0,0,0,1911,410,0.9
1116,Pembroke,680836378243002368,1451177016,iPhone,This is Ellie. She's secretly ferocious.  very deadly pupper ,Ellie,0,0,1,0,3720,1490,1.2
1117,pug,680801747103793152,1451168759,iPhone,Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All  ,0,0,0,0,0,2561,914,1.0
1118,French_bulldog,680609293079592961,1451122875,iPhone,This is Brody. That is his chair. He loves his chair. Never leaves it.  might be stuck actually ,Brody,0,0,0,0,2849,798,0.9
